date,location,temp_max_c,precip_mm
20/06/2016,Lisbon,28.4,0.0
21/06/2016,Lisbon,25.8,0.0
22/06/2016,Lisbon,32.8,0.0
23/06/2016,LISBON ,29.7,0.0
2016-06-24,Lisbon,27.7,0.0
2016-06-25,Lisbon,29.3,13.4
2016-06-26,Lisbon,28.4,1.1
2016-06-27,Lisbon,26.2,0.0
2016-06-28,Lisbon,27.8,0.0
29/06/2016,Lisbon,30.7,0.0
2016-06-30,Lisbon,28.7,0.0
2016-07-01,Lisbon,25.9,4.1
2016-07-02,lisbon,30.4,0.0
2016-07-03,Lisbon,29.6,0.0
2016-07-04,Lisbon,24.9,0.0
2016-07-05,Lisbon,28.8,0.0
2016-07-06,Lisbon,27.7,0.0
2016-07-07,Lisbon,24.3,0.0
2016-07-08,Lisbon,27.7,0.0
2016-07-09,Lisbon,29.1,0.0
10/07/2016,Lisbon,24.5,0.0
2016-07-11,Lisbon,31.5,0.0
2016-07-12,Lisbon,28.9,0.0
14/07/2016,Lisbon,31.4,0.0
15/07/2016,Lisbon,28.6,0.0
2016-07-16,Lisbon,29.3,0.0
2016-07-17,Lisbon,29.3,0.0
2016-07-18,Lisbon,28.9,0.0
2016-07-19,Lisbon,26.7,0.0
2016-07-20,Lisbon,29.1,0.0
2016-07-21,Lisbon,29.8,0.0
2016-07-22,Lisbon,28.5,0.0
2016-07-23,LISBON ,29.7,0.0
2016-07-24,Lisbon,27.1,0.0
2016-07-25,Lisbon,26.2,0.0
2016-07-26,Lisbon,24.4,0.0
2016-07-27,Lisbon,28.9,7.6
28/07/2016,Lisbon,25.5,0.0
2016-07-29,Lisbon,29.2,4.7
2016-07-30,Lisbon,30.5,0.0
2016-07-31,lisbon,30.0,0.0
01/08/2016,Lisbon,33.8,0.0
2016-08-02,Lisbon,28.6,0.0
2016-08-03,Lisbon,29.0,0.0
04/08/2016,Lisbon,27.9,0.0
05/08/2016,Lisbon,26.2,0.0
2016-08-06,Lisbon,29.0,0.0
2016-08-07,Lisbon,22.1,0.0
2016-08-08,Lisbon,26.7,0.0
2016-08-09,Lisbon,21.2,0.0
2016-08-10,Lisbon,29.7,0.0
2016-08-11,Lisbon,28.7,0.0
12/08/2016,Lisbon,25.5,0.0
2016-08-13,Lisbon,26.7,0.0
2016-08-14,Lisbon,31.6,0.0
2016-08-15,Lisbon,29.6,0.0
16/08/2016,Lisbon,30.7,0.0
2016-08-17,Lisbon,26.5,0.0
2016-08-18,Lisbon,28.9,12.9
2016-08-19,Lisbon,28.9,0.0
2016-08-20,Lisbon,27.7,0.0
2016-08-22,Lisbon,27.2,0.0
2016-08-23,Lisbon,27.8,0.0
2016-08-24,Lisbon,25.9,0.0
2016-08-25,Lisbon,26.2,0.0
2016-08-26,lisbon,28.0,0.0
2016-08-27,Lisbon,25.6,0.0
2016-08-28,Lisbon,25.7,0.0
2016-08-29,Lisbon,28.1,0.0
2016-08-30,Lisbon,26.4,0.0
2016-08-31,Lisbon,25.0,0.0
2016-09-01,Lisbon,26.8,0.0
2016-09-02,Lisbon,23.3,0.0
03/09/2016,Lisbon,27.2,0.0
04/09/2016,Lisbon,25.9,0.0
05/09/2016,Lisbon,27.5,0.0
2016-09-06,Lisbon,24.2,0.0
2016-09-07,Lisbon,22.6,0.0
2016-09-08,Lisbon,27.9,0.0
2016-09-09,Lisbon,22.8,0.0
2016-09-10,LISBON ,26.0,10.1
2016-09-11,Lisbon,27.0,0.0
2016-09-12,LISBON ,27.1,0.0
13/09/2016,Lisbon,24.2,0.0
2016-09-14,Lisbon,21.5,0.0
2016-09-15,Lisbon,26.7,0.0
2016-09-16,Lisbon,20.7,0.0
2016-09-17,Lisbon,25.7,0.0
2016-09-18,Lisbon,24.8,0.0
2016-09-19,Lisbon,23.6,0.0
2016-09-20,Lisbon,23.3,0.0
2016-09-21,Lisbon,29.8,0.0
2016-09-22,Lisbon,17.8,0.0
2016-09-23,Lisbon,28.8,0.0
2016-09-24,Lisbon,26.0,0.0
2016-09-25,Lisbon,25.9,0.0
2016-09-26,LISBON ,19.6,0.0
2016-09-27,Lisbon,21.3,0.0
2016-09-28,Lisbon,23.3,0.0
2016-09-29,Lisbon,20.7,0.0
2016-09-30,Lisbon,24.3,0.0
2016-10-01,Lisbon,70.3,0.0
2016-10-02,Lisbon,67.5,0.0
2016-10-03,Lisbon,71.4,0.0
2016-10-04,Lisbon,69.4,0.0
2016-10-05,Lisbon,74.5,0.0
2016-10-06,Lisbon,83.7,0.0
2016-10-07,Lisbon,75.7,0.0
08/10/2016,Lisbon,64.6,5.2
2016-10-09,lisbon,72.3,0.0
2016-10-10,Lisbon,71.4,0.0
2016-10-11,Lisbon,73.4,0.0
2016-10-12,Lisbon,69.4,0.0
2016-10-13,Lisbon,68.9,0.0
2016-10-14,LISBON ,70.7,0.0
2016-10-15,Lisbon,68.0,0.0
2016-10-16,LISBON ,73.6,0.0
2016-10-17,Lisbon,64.6,0.0
2016-10-18,Lisbon,70.3,0.0
2016-10-19,Lisbon,69.1,0.0
2016-10-20,Lisbon,67.5,0.0
2016-10-21,Lisbon,64.6,0.0
2016-10-22,Lisbon,65.8,0.0
23/10/2016,Lisbon,71.8,0.0
2016-10-24,Lisbon,73.8,0.0
25/10/2016,Lisbon,63.1,0.0
2016-10-26,Lisbon,70.5,0.0
2016-10-27,Lisbon,73.0,0.0
28/10/2016,Lisbon,66.2,0.0
2016-10-29,Lisbon,71.2,0.0
2016-10-30,Lisbon,66.2,3.8
2016-10-31,Lisbon,62.1,0.0
2016-11-01,Lisbon,20.0,6.9
2016-11-02,Lisbon,22.6,0.0
2016-11-04,Lisbon,16.3,0.0
2016-11-05,Lisbon,17.7,0.0
2016-11-06,Lisbon,22.6,0.0
2016-11-07,Lisbon,17.3,0.0
2016-11-08,Lisbon,17.2,0.0
2016-11-09,Lisbon,16.7,0.0
2016-11-10,Lisbon,17.9,0.0
2016-11-11,Lisbon,16.1,0.0
2016-11-13,Lisbon,17.5,0.0
2016-11-14,Lisbon,18.3,0.0
2016-11-15,Lisbon,18.0,0.7
2016-11-16,Lisbon,18.1,0.0
2016-11-17,Lisbon,17.0,0.0
2016-11-18,Lisbon,15.1,3.0
2016-11-20,Lisbon,13.0,4.4
2016-11-21,Lisbon,18.4,0.0
2016-11-22,Lisbon,18.9,0.0
2016-11-23,Lisbon,15.9,0.0
2016-11-24,LISBON ,11.3,6.2
2016-11-25,Lisbon,16.2,0.0
2016-11-26,Lisbon,19.0,0.0
2016-11-27,Lisbon,15.3,0.0
2016-11-28,Lisbon,12.2,0.0
2016-11-29,Lisbon,14.6,0.0
2016-11-30,Lisbon,16.3,0.0
01/12/2016,Lisbon,14.8,3.0
2016-12-02,Lisbon,17.0,8.5
2016-12-03,Lisbon,15.3,0.0
2016-12-04,Lisbon,14.2,1.4
2016-12-05,Lisbon,15.0,0.0
2016-12-06,Lisbon,13.3,0.0
2016-12-07,Lisbon,15.2,0.0
2016-12-08,Lisbon,15.3,0.0
2016-12-09,Lisbon,13.8,0.0
2016-12-10,Lisbon,16.6,0.0
2016-12-11,Lisbon,17.3,5.9
2016-12-12,Lisbon,15.4,5.0
2016-12-13,Lisbon,15.0,14.6
2016-12-14,Lisbon,13.6,0.0
2016-12-15,Lisbon,14.6,0.0
2016-12-16,Lisbon,12.8,0.0
2016-12-17,Lisbon,13.5,9.5
2016-12-18,Lisbon,14.2,7.9
19/12/2016,Lisbon,13.6,0.0
2016-12-21,Lisbon,17.6,0.0
2016-12-22,Lisbon,17.2,0.0
2016-12-23,Lisbon,15.7,0.0
2016-12-24,Lisbon,16.0,0.0
2016-12-25,LISBON ,13.3,0.0
2016-12-26,Lisbon,12.0,0.0
2016-12-27,Lisbon,14.9,0.0
28/12/2016,Lisbon,14.0,0.0
2016-12-29,Lisbon,17.3,0.0
2016-12-30,Lisbon,13.6,0.0
2016-12-31,Lisbon,13.4,0.0
2017-01-02,Lisbon,14.2,0.0
2017-01-03,Lisbon,13.4,0.0
2017-01-04,Lisbon,11.5,0.0
2017-01-05,Lisbon,16.6,0.0
2017-01-06,Lisbon,13.2,0.0
2017-01-07,Lisbon,12.6,3.7
2017-01-08,Lisbon,12.2,3.1
2017-01-09,Lisbon,17.6,2.2
2017-01-10,LISBON ,13.5,0.0
2017-01-11,Lisbon,16.1,0.0
2017-01-12,Lisbon,11.6,0.0
2017-01-13,LISBON ,13.8,0.0
2017-01-14,Lisbon,12.0,0.0
2017-01-15,Lisbon,14.5,0.0
2017-01-16,Lisbon,13.2,0.0
2017-01-17,Lisbon,17.3,0.0
2017-01-18,Lisbon,15.5,0.0
2017-01-20,Lisbon,13.2,0.0
2017-01-21,Lisbon,12.4,0.0
2017-01-22,Lisbon,14.4,4.0
2017-01-23,Lisbon,13.9,1.3
2017-01-24,Lisbon,14.6,0.0
25/01/2017,Lisbon,13.3,0.0
2017-01-26,lisbon,15.2,0.0
2017-01-27,Lisbon,16.6,0.0
2017-01-28,Lisbon,10.6,4.9
2017-01-29,Lisbon,16.4,0.0
2017-01-30,Lisbon,13.1,5.7
2017-01-31,Lisbon,14.1,3.0
2017-02-01,Lisbon,13.7,0.0
2017-02-03,LISBON ,13.6,0.0
2017-02-04,Lisbon,12.9,0.0
2017-02-05,Lisbon,11.6,0.0
2017-02-06,Lisbon,15.0,0.8
2017-02-07,Lisbon,17.4,0.0
2017-02-08,Lisbon,13.1,3.8
2017-02-09,Lisbon,16.9,0.0
2017-02-10,Lisbon,15.1,0.0
2017-02-11,Lisbon,14.2,6.6
2017-02-12,Lisbon,12.8,0.0
2017-02-13,Lisbon,16.6,9.8
2017-02-14,Lisbon,16.5,1.6
2017-02-15,LISBON ,15.3,0.0
16/02/2017,Lisbon,13.7,1.5
2017-02-17,Lisbon,11.3,0.0
2017-02-18,Lisbon,14.7,0.0
2017-02-19,Lisbon,14.0,0.0
2017-02-20,Lisbon,16.8,0.0
21/02/2017,Lisbon,13.6,0.0
2017-02-22,Lisbon,17.9,0.0
2017-02-23,Lisbon,15.2,3.2
2017-02-24,Lisbon,12.8,4.9
2017-02-25,Lisbon,18.6,0.0
2017-02-26,LISBON ,14.7,0.0
2017-02-27,Lisbon,15.9,0.0
2017-02-28,Lisbon,17.0,0.0
2017-03-01,lisbon,19.2,0.0
2017-03-02,Lisbon,19.4,0.0
2017-03-03,Lisbon,14.8,0.0
2017-03-04,Lisbon,18.0,0.0
2017-03-05,Lisbon,17.8,0.0
2017-03-06,Lisbon,15.9,0.0
2017-03-07,Lisbon,19.0,2.0
2017-03-09,Lisbon,18.0,0.0
2017-03-10,Lisbon,16.3,0.0
2017-03-11,Lisbon,19.3,0.0
2017-03-12,Lisbon,16.1,0.0
2017-03-13,Lisbon,16.3,0.0
2017-03-14,Lisbon,16.6,3.2
2017-03-15,Lisbon,20.7,2.7
2017-03-16,Lisbon,16.7,6.5
17/03/2017,Lisbon,14.5,0.0
2017-03-19,Lisbon,15.5,0.0
2017-03-20,Lisbon,19.9,0.0
2017-03-21,Lisbon,18.5,0.0
2017-03-22,Lisbon,17.2,2.8
2017-03-23,Lisbon,18.9,0.0
2017-03-24,Lisbon,20.9,0.0
2017-03-25,Lisbon,17.0,2.1
26/03/2017,Lisbon,20.3,0.0
2017-03-27,Lisbon,17.0,0.0
2017-03-28,Lisbon,19.9,0.0
2017-03-29,Lisbon,16.7,0.0
30/03/2017,Lisbon,21.0,0.0
2017-03-31,Lisbon,18.7,1.5
2017-04-01,Lisbon,21.0,0.0
2017-04-02,Lisbon,20.8,0.0
03/04/2017,Lisbon,20.7,0.0
04/04/2017,Lisbon,19.2,0.0
2017-04-05,Lisbon,22.9,0.0
2017-04-06,Lisbon,19.4,0.0
2017-04-07,Lisbon,15.2,6.7
2017-04-08,Lisbon,17.1,0.0
2017-04-09,Lisbon,18.6,0.0
2017-04-10,Lisbon,21.2,0.0
